transaction_number,maker,checker,status,type,capture_date,sla,team,score
283524,Name 5,Name 1,True,Single Deal,2025-06-30,2,Team A,99
857850,Name 8,Name 4,True,Single Deal,2025-06-30,3,Team A,100
513557,Name 5,Name 7,True,Single Deal,2025-07-01,1,Team A,99
204291,Name 8,Name 4,True,Single Deal,2025-07-01,1,Team A,100
357526,Name 13,Name 12,True,Single Deal,2025-07-02,2,Team B,100
131350,Name 6,Name 1,True,Single Deal,2025-07-02,1,Team A,100
880697,Name 4,Name 6,True,Single Deal,2025-07-03,1,Team A,99
630524,Name 9,Name 3,True,Single Deal,2025-07-03,2,Team A,99
469604,Name 1,Name 5,True,Single Deal,2025-07-03,2,Team A,100
821768,Name 1,Name 4,True,Single Deal,2025-07-04,1,Team A,100
907788,Name 1,Name 5,True,Single Deal,2025-07-04,2,Team A,100
808043,Name 7,Name 2,True,Single Deal,2025-07-04,4,Team A,100
222904,Name 12,Name 11,True,Single Deal,2025-07-04,1,Team B,100
312080,Name 11,Name 10,True,Single Deal,2025-07-04,2,Team B,100
917404,Name 2,Name 4,True,Single Deal,2025-07-05,2,Team A,99
323781,Name 7,Name 4,True,Master Deal,2025-07-05,3,Team A,100
786420,Name 13,Name 10,True,Master Deal,2025-07-06,2,Team B,100
884056,Name 7,Name 4,True,Single Deal,2025-07-06,2,Team A,99
298495,Name 2,Name 3,True,Single Deal,2025-07-06,1,Team A,99
671044,Name 3,Name 1,True,Master Deal,2025-07-07,2,Team A,99
986447,Name 10,Name 14,True,Single Deal,2025-07-07,2,Team B,100
690570,Name 10,Name 14,True,Single Deal,2025-07-07,2,Team B,99
857641,Name 5,Name 9,True,Single Deal,2025-07-07,1,Team A,98
239967,Name 10,Name 13,True,Single Deal,2025-07-08,1,Team B,99
597939,Name 12,Name 11,True,Single Deal,2025-07-08,1,Team B,100
614179,Name 3,Name 6,True,Single Deal,2025-07-08,5,Team A,100
108902,Name 14,Name 10,True,Single Deal,2025-07-08,3,Team B,100
118016,Name 3,Name 1,True,Master Deal,2025-07-09,1,Team A,100
367539,Name 1,Name 3,True,Single Deal,2025-07-09,1,Team A,100
432102,Name 5,Name 8,True,Master Deal,2025-07-09,3,Team A,98
671590,Name 8,Name 6,True,Single Deal,2025-07-09,2,Team A,98
206441,Name 8,Name 9,True,Single Deal,2025-07-10,2,Team A,100
940615,Name 14,Name 12,True,Single Deal,2025-07-11,1,Team B,100
193806,Name 5,Name 9,True,Single Deal,2025-07-12,3,Team A,100
788941,Name 8,Name 5,True,Single Deal,2025-07-12,1,Team A,100
136692,Name 8,Name 3,True,Master Deal,2025-07-12,1,Team A,100
789393,Name 9,Name 3,True,Single Deal,2025-07-12,2,Team A,99
367188,Name 8,Name 2,True,Single Deal,2025-07-13,2,Team A,98
132715,Name 5,Name 2,True,Master Deal,2025-07-13,1,Team A,100
411919,Name 3,Name 7,True,Single Deal,2025-07-14,2,Team A,99
680607,Name 3,Name 9,True,Single Deal,2025-07-14,3,Team A,100
378550,Name 1,Name 4,True,Single Deal,2025-07-14,8,Team A,99
936587,Name 9,Name 8,True,Single Deal,2025-07-14,4,Team A,100
816212,Name 12,Name 13,True,Master Deal,2025-07-14,2,Team B,99
654584,Name 7,Name 5,True,Single Deal,2025-07-15,1,Team A,100
897662,Name 9,Name 6,True,Single Deal,2025-07-15,2,Team A,100
391819,Name 12,Name 10,True,Single Deal,2025-07-16,1,Team B,100
831257,Name 2,Name 4,True,Single Deal,2025-07-16,8,Team A,99
886758,Name 10,Name 13,True,Single Deal,2025-07-17,1,Team B,100
522009,Name 1,Name 8,True,Master Deal,2025-07-17,1,Team A,100
112756,Name 4,Name 3,True,Single Deal,2025-07-18,3,Team A,100
864147,Name 4,Name 1,True,Single Deal,2025-07-18,2,Team A,100
973390,Name 10,Name 13,True,Single Deal,2025-07-18,4,Team B,99
604547,Name 10,Name 13,True,Single Deal,2025-07-18,1,Team B,99
969885,Name 5,Name 6,True,Master Deal,2025-07-18,1,Team A,100
414067,Name 9,Name 5,True,Single Deal,2025-07-18,5,Team A,99
891317,Name 14,Name 11,True,Single Deal,2025-07-19,1,Team B,99
597567,Name 14,Name 11,True,Single Deal,2025-07-19,1,Team B,100
666619,Name 4,Name 8,True,Single Deal,2025-07-19,1,Team A,98
172956,Name 11,Name 10,True,Master Deal,2025-07-20,3,Team B,100
370735,Name 13,Name 10,True,Single Deal,2025-07-20,1,Team B,99
169542,Name 10,Name 13,True,Single Deal,2025-07-20,1,Team B,98
749358,Name 14,Name 10,True,Master Deal,2025-07-21,1,Team B,100
645377,Name 3,Name 9,True,Single Deal,2025-07-21,4,Team A,100
895373,Name 5,Name 9,True,Single Deal,2025-07-21,2,Team A,100
906913,Name 5,Name 6,True,Single Deal,2025-07-21,3,Team A,100
571072,Name 3,Name 2,True,Master Deal,2025-07-21,1,Team A,100
337186,Name 11,Name 10,True,Single Deal,2025-07-22,1,Team B,100
338101,Name 8,Name 7,True,Master Deal,2025-07-22,5,Team A,100
614806,Name 1,Name 9,True,Single Deal,2025-07-23,1,Team A,99
986611,Name 8,Name 2,True,Single Deal,2025-07-23,1,Team A,100
317322,Name 4,Name 2,True,Single Deal,2025-07-24,1,Team A,100
351187,Name 14,Name 11,True,Single Deal,2025-07-24,1,Team B,100
873251,Name 4,Name 9,True,Master Deal,2025-07-24,2,Team A,97
365744,Name 13,Name 10,True,Single Deal,2025-07-25,1,Team B,100
816724,Name 13,Name 10,True,Single Deal,2025-07-25,3,Team B,100
821893,Name 4,Name 3,True,Single Deal,2025-07-25,1,Team A,100
251535,Name 4,Name 8,True,Master Deal,2025-07-25,1,Team A,97
927895,Name 4,Name 6,True,Single Deal,2025-07-27,1,Team A,97
179796,Name 10,Name 11,True,Master Deal,2025-07-27,1,Team B,100
733754,Name 1,Name 7,True,Master Deal,2025-07-28,4,Team A,100
512175,Name 11,Name 14,True,Master Deal,2025-07-30,1,Team B,99
602447,Name 11,Name 14,True,Single Deal,2025-07-30,1,Team B,97
859461,Name 13,Name 14,True,Master Deal,2025-07-30,4,Team B,100
648175,Name 9,Name 5,True,Single Deal,2025-07-30,2,Team A,99
816469,Name 12,Name 13,True,Single Deal,2025-07-31,5,Team B,100
877882,Name 4,Name 6,True,Single Deal,2025-07-31,3,Team A,100
793411,Name 6,Name 2,True,Single Deal,2025-08-01,4,Team A,100
453558,Name 14,Name 10,True,Single Deal,2025-08-01,1,Team B,99
705048,Name 7,Name 8,True,Master Deal,2025-08-02,4,Team A,100
853790,Name 3,Name 2,True,Single Deal,2025-08-03,2,Team A,100
744667,Name 4,Name 5,True,Single Deal,2025-08-03,5,Team A,100
381240,Name 4,Name 9,True,Single Deal,2025-08-03,2,Team A,98
693861,Name 11,Name 10,True,Single Deal,2025-08-04,2,Team B,100
327337,Name 12,Name 13,True,Master Deal,2025-08-05,1,Team B,97
711917,Name 4,Name 1,True,Single Deal,2025-08-06,2,Team A,100
175165,Name 5,Name 9,True,Single Deal,2025-08-06,2,Team A,100
834665,Name 9,Name 2,True,Single Deal,2025-08-06,4,Team A,99
284967,Name 1,Name 6,True,Master Deal,2025-08-07,2,Team A,100
961046,Name 8,Name 4,True,Single Deal,2025-08-07,2,Team A,100
295056,Name 13,Name 12,True,Single Deal,2025-08-07,1,Team B,100
761964,Name 14,Name 11,True,Single Deal,2025-08-07,2,Team B,98
564023,Name 14,Name 11,True,Single Deal,2025-08-07,2,Team B,99
940896,Name 1,Name 7,True,Single Deal,2025-08-07,1,Team A,100
321314,Name 2,Name 1,True,Master Deal,2025-08-08,1,Team A,99
978936,Name 4,Name 8,True,Single Deal,2025-08-08,2,Team A,100
698335,Name 1,Name 6,True,Single Deal,2025-08-08,4,Team A,99
239399,Name 9,Name 4,True,Single Deal,2025-08-08,3,Team A,100
424351,Name 12,Name 10,True,Single Deal,2025-08-09,2,Team B,100
821132,Name 4,Name 3,True,Single Deal,2025-08-10,4,Team A,98
466353,Name 1,Name 5,True,Single Deal,2025-08-10,4,Team A,99
132608,Name 13,Name 10,True,Single Deal,2025-08-10,1,Team B,98
221477,Name 5,Name 1,True,Single Deal,2025-08-11,1,Team A,100
509850,Name 1,Name 6,True,Master Deal,2025-08-11,1,Team A,100
536577,Name 7,Name 8,True,Single Deal,2025-08-11,1,Team A,100
677047,Name 11,Name 12,True,Master Deal,2025-08-11,4,Team B,100
343459,Name 10,Name 13,True,Single Deal,2025-08-11,1,Team B,100
478887,Name 3,Name 1,True,Single Deal,2025-08-12,1,Team A,100
556481,Name 12,Name 13,True,Single Deal,2025-08-13,2,Team B,100
161601,Name 1,Name 3,True,Single Deal,2025-08-13,2,Team A,98
111593,Name 11,Name 14,True,Single Deal,2025-08-14,1,Team B,99
614954,Name 10,Name 13,True,Master Deal,2025-08-15,1,Team B,99
904026,Name 9,Name 3,True,Master Deal,2025-08-15,2,Team A,99
831715,Name 14,Name 12,True,Master Deal,2025-08-15,2,Team B,99
921200,Name 8,Name 4,True,Single Deal,2025-08-16,2,Team A,100
535762,Name 14,Name 10,True,Single Deal,2025-08-16,2,Team B,99
404387,Name 3,Name 8,True,Single Deal,2025-08-16,1,Team A,100
515614,Name 2,Name 8,True,Single Deal,2025-08-17,2,Team A,99
100009,Name 12,Name 14,True,Single Deal,2025-08-17,1,Team B,100
864060,Name 12,Name 13,True,Single Deal,2025-08-17,3,Team B,100
377558,Name 9,Name 1,True,Single Deal,2025-08-17,2,Team A,98
674721,Name 8,Name 3,True,Master Deal,2025-08-17,2,Team A,99
218055,Name 3,Name 5,True,Master Deal,2025-08-17,2,Team A,99
135479,Name 2,Name 8,True,Master Deal,2025-08-17,2,Team A,99
347721,Name 6,Name 9,True,Single Deal,2025-08-18,2,Team A,100
735894,Name 12,Name 10,True,Master Deal,2025-08-19,2,Team B,100
271856,Name 14,Name 12,True,Single Deal,2025-08-19,1,Team B,100
170332,Name 1,Name 8,True,Master Deal,2025-08-19,2,Team A,100
490185,Name 5,Name 4,True,Single Deal,2025-08-20,2,Team A,100
804444,Name 5,Name 9,True,Single Deal,2025-08-20,1,Team A,99
459042,Name 12,Name 14,True,Master Deal,2025-08-20,1,Team B,100
125882,Name 13,Name 11,True,Single Deal,2025-08-20,3,Team B,100
499948,Name 11,Name 10,True,Single Deal,2025-08-21,1,Team B,99
542412,Name 13,Name 10,True,Single Deal,2025-08-21,1,Team B,100
886249,Name 7,Name 3,True,Master Deal,2025-08-21,4,Team A,100
878896,Name 2,Name 3,True,Single Deal,2025-08-22,1,Team A,100
646579,Name 11,Name 12,True,Single Deal,2025-08-22,2,Team B,99
993801,Name 2,Name 3,True,Single Deal,2025-08-24,5,Team A,98
642291,Name 1,Name 8,True,Single Deal,2025-08-24,2,Team A,99
355928,Name 9,Name 7,True,Master Deal,2025-08-24,2,Team A,98
405584,Name 5,Name 6,True,Master Deal,2025-08-24,2,Team A,99
278189,Name 4,Name 8,True,Single Deal,2025-08-24,1,Team A,99
576851,Name 6,Name 1,True,Single Deal,2025-08-25,9,Team A,99
506117,Name 2,Name 4,True,Single Deal,2025-08-25,4,Team A,100
994643,Name 5,Name 3,True,Single Deal,2025-08-25,1,Team A,100
398767,Name 11,Name 13,True,Master Deal,2025-08-26,3,Team B,100
911035,Name 9,Name 5,True,Single Deal,2025-08-26,1,Team A,100
843556,Name 13,Name 14,True,Single Deal,2025-08-26,2,Team B,99
818362,Name 11,Name 13,True,Single Deal,2025-08-27,7,Team B,100
895921,Name 8,Name 9,True,Single Deal,2025-08-28,3,Team A,99
921251,Name 8,Name 6,True,Single Deal,2025-08-28,1,Team A,100
275002,Name 3,Name 4,True,Single Deal,2025-08-28,3,Team A,100
285211,Name 7,Name 2,True,Single Deal,2025-08-29,4,Team A,100
675092,Name 14,Name 12,True,Single Deal,2025-08-30,2,Team B,100
894210,Name 8,Name 1,True,Master Deal,2025-08-30,1,Team A,100
996929,Name 10,Name 12,True,Single Deal,2025-08-30,2,Team B,99
274006,Name 7,Name 1,True,Single Deal,2025-08-30,2,Team A,99
202767,Name 1,Name 5,True,Single Deal,2025-08-30,1,Team A,100
264925,Name 2,Name 4,True,Single Deal,2025-08-31,2,Team A,100
269864,Name 14,Name 11,True,Single Deal,2025-08-31,2,Team B,98
385566,Name 6,Name 8,True,Single Deal,2025-08-31,2,Team A,98
966917,Name 1,Name 3,True,Single Deal,2025-09-01,2,Team A,99
694381,Name 9,Name 8,True,Single Deal,2025-09-01,1,Team A,99
832871,Name 12,Name 11,True,Single Deal,2025-09-01,1,Team B,99
302877,Name 7,Name 3,True,Master Deal,2025-09-01,1,Team A,100
448970,Name 4,Name 3,True,Single Deal,2025-09-01,1,Team A,100
513798,Name 2,Name 5,True,Single Deal,2025-09-01,2,Team A,99
933016,Name 9,Name 1,True,Single Deal,2025-09-01,3,Team A,100
637693,Name 9,Name 7,True,Single Deal,2025-09-01,3,Team A,100
676749,Name 12,Name 11,True,Master Deal,2025-09-01,2,Team B,100
921947,Name 7,Name 6,True,Single Deal,2025-09-02,3,Team A,100
200548,Name 5,Name 6,True,Single Deal,2025-09-02,2,Team A,100
854942,Name 6,Name 9,True,Single Deal,2025-09-02,1,Team A,100
947352,Name 3,Name 1,True,Single Deal,2025-09-02,1,Team A,100
852112,Name 11,Name 13,True,Single Deal,2025-09-03,1,Team B,99
798619,Name 11,Name 10,True,Single Deal,2025-09-03,2,Team B,99
103425,Name 12,Name 11,True,Single Deal,2025-09-03,3,Team B,99
508482,Name 3,Name 5,True,Single Deal,2025-09-03,2,Team A,98
734604,Name 2,Name 3,True,Master Deal,2025-09-03,1,Team A,99
637311,Name 3,Name 7,True,Single Deal,2025-09-03,1,Team A,100
945350,Name 7,Name 1,True,Single Deal,2025-09-03,1,Team A,100
357565,Name 1,Name 7,True,Master Deal,2025-09-03,2,Team A,99
171046,Name 7,Name 4,True,Single Deal,2025-09-03,2,Team A,98
728074,Name 13,Name 12,True,Master Deal,2025-09-03,2,Team B,100
141889,Name 8,Name 5,True,Single Deal,2025-09-04,1,Team A,99
362554,Name 1,Name 8,True,Single Deal,2025-09-04,2,Team A,100
790387,Name 11,Name 10,True,Master Deal,2025-09-04,2,Team B,97
255159,Name 2,Name 9,True,Single Deal,2025-09-04,2,Team A,100
340355,Name 6,Name 1,True,Master Deal,2025-09-04,2,Team A,98
383169,Name 13,Name 11,True,Single Deal,2025-09-05,1,Team B,97
260741,Name 3,Name 5,True,Single Deal,2025-09-05,2,Team A,100
599651,Name 2,Name 6,True,Single Deal,2025-09-05,1,Team A,98
505487,Name 3,Name 2,True,Single Deal,2025-09-05,2,Team A,100
805332,Name 8,Name 1,True,Single Deal,2025-09-05,4,Team A,100
822502,Name 11,Name 10,True,Single Deal,2025-09-05,4,Team B,100
788505,Name 8,Name 4,True,Single Deal,2025-09-05,1,Team A,97
506698,Name 5,Name 6,True,Single Deal,2025-09-05,1,Team A,100
159611,Name 2,Name 1,True,Single Deal,2025-09-06,2,Team A,100
506722,Name 5,Name 4,True,Single Deal,2025-09-06,2,Team A,100
243719,Name 13,Name 12,True,Master Deal,2025-09-06,5,Team B,100
779445,Name 6,Name 4,True,Single Deal,2025-09-06,1,Team A,100
542864,Name 6,Name 5,True,Master Deal,2025-09-06,1,Team A,100
581379,Name 6,Name 8,True,Single Deal,2025-09-06,2,Team A,99
480625,Name 5,Name 4,True,Single Deal,2025-09-06,5,Team A,99
802170,Name 11,Name 13,True,Master Deal,2025-09-06,3,Team B,99
587681,Name 10,Name 14,True,Single Deal,2025-09-07,2,Team B,100
131842,Name 7,Name 9,True,Single Deal,2025-09-07,4,Team A,100
777141,Name 9,Name 2,True,Single Deal,2025-09-07,2,Team A,100
815759,Name 14,Name 11,True,Single Deal,2025-09-07,1,Team B,100
634979,Name 14,Name 10,True,Single Deal,2025-09-07,2,Team B,97
146172,Name 12,Name 11,True,Single Deal,2025-09-07,1,Team B,100
498302,Name 11,Name 13,True,Single Deal,2025-09-08,5,Team B,99
604990,Name 11,Name 12,True,Single Deal,2025-09-08,7,Team B,100
353103,Name 3,Name 7,True,Master Deal,2025-09-08,2,Team A,99
442475,Name 2,Name 7,True,Single Deal,2025-09-08,3,Team A,98
242505,Name 8,Name 4,True,Single Deal,2025-09-08,4,Team A,100
124069,Name 5,Name 1,True,Single Deal,2025-09-08,2,Team A,99
386926,Name 2,Name 3,True,Single Deal,2025-09-08,3,Team A,98
847519,Name 11,Name 10,True,Single Deal,2025-09-09,2,Team B,98
479293,Name 12,Name 14,True,Single Deal,2025-09-09,1,Team B,100
610545,Name 1,Name 2,True,Single Deal,2025-09-09,4,Team A,100
121724,Name 1,Name 8,True,Single Deal,2025-09-09,1,Team A,100
503151,Name 8,Name 6,True,Single Deal,2025-09-10,1,Team A,99
208600,Name 10,Name 13,True,Single Deal,2025-09-10,5,Team B,100
547649,Name 4,Name 5,True,Single Deal,2025-09-10,1,Team A,100
951434,Name 6,Name 5,True,Single Deal,2025-09-10,2,Team A,100
120191,Name 12,Name 10,True,Single Deal,2025-09-10,1,Team B,100
970978,Name 5,Name 1,True,Single Deal,2025-09-10,1,Team A,100
644898,Name 8,Name 3,True,Master Deal,2025-09-10,1,Team A,100
932318,Name 8,Name 3,True,Master Deal,2025-09-10,2,Team A,100
267172,Name 2,Name 7,True,Single Deal,2025-09-11,2,Team A,99
153389,Name 7,Name 5,True,Single Deal,2025-09-11,3,Team A,100
453449,Name 4,Name 8,True,Master Deal,2025-09-11,9,Team A,100
629018,Name 11,Name 12,True,Single Deal,2025-09-11,1,Team B,100
611198,Name 4,Name 5,True,Single Deal,2025-09-11,1,Team A,98
771109,Name 9,Name 3,True,Master Deal,2025-09-11,3,Team A,99
468451,Name 12,Name 11,True,Single Deal,2025-09-12,5,Team B,100
515225,Name 10,Name 12,True,Single Deal,2025-09-12,5,Team B,99
764214,Name 10,Name 14,True,Single Deal,2025-09-12,1,Team B,99
878160,Name 13,Name 10,True,Single Deal,2025-09-12,2,Team B,99
938306,Name 10,Name 13,True,Single Deal,2025-09-12,2,Team B,100
123482,Name 10,Name 11,True,Master Deal,2025-09-13,3,Team B,98
325942,Name 7,Name 8,True,Single Deal,2025-09-13,1,Team A,100
797312,Name 10,Name 13,True,Single Deal,2025-09-13,4,Team B,100
272256,Name 4,Name 9,True,Single Deal,2025-09-13,2,Team A,100
477819,Name 9,Name 4,True,Single Deal,2025-09-13,1,Team A,100
174801,Name 2,Name 6,True,Single Deal,2025-09-14,3,Team A,100
614125,Name 14,Name 10,True,Single Deal,2025-09-14,1,Team B,99
494853,Name 8,Name 6,True,Single Deal,2025-09-14,2,Team A,100
143908,Name 4,Name 6,True,Master Deal,2025-09-14,2,Team A,100
178701,Name 9,Name 1,True,Single Deal,2025-09-14,2,Team A,99
581932,Name 3,Name 1,True,Master Deal,2025-09-14,1,Team A,100
415169,Name 14,Name 12,True,Single Deal,2025-09-14,2,Team B,99
446178,Name 5,Name 7,True,Single Deal,2025-09-14,1,Team A,100
168322,Name 8,Name 2,True,Single Deal,2025-09-15,2,Team A,99
292898,Name 6,Name 3,True,Single Deal,2025-09-15,2,Team A,100
667035,Name 7,Name 3,True,Single Deal,2025-09-15,2,Team A,100
472007,Name 13,Name 14,True,Single Deal,2025-09-15,1,Team B,99
925117,Name 14,Name 10,True,Single Deal,2025-09-15,1,Team B,99
777724,Name 1,Name 9,True,Single Deal,2025-09-16,3,Team A,99
364802,Name 6,Name 9,True,Single Deal,2025-09-16,2,Team A,100
409345,Name 2,Name 3,True,Single Deal,2025-09-16,2,Team A,100
451271,Name 10,Name 14,True,Single Deal,2025-09-16,2,Team B,100
356368,Name 14,Name 10,True,Single Deal,2025-09-16,2,Team B,100
705523,Name 13,Name 11,True,Single Deal,2025-09-16,2,Team B,99
176116,Name 3,Name 1,True,Single Deal,2025-09-16,1,Team A,100
740231,Name 7,Name 6,True,Single Deal,2025-09-16,1,Team A,100
652294,Name 4,Name 3,True,Single Deal,2025-09-16,1,Team A,99
792706,Name 8,Name 9,True,Master Deal,2025-09-17,2,Team A,100
624900,Name 3,Name 5,True,Single Deal,2025-09-18,4,Team A,99
305282,Name 2,Name 4,True,Master Deal,2025-09-18,1,Team A,99
245967,Name 2,Name 7,True,Master Deal,2025-09-18,1,Team A,99
346429,Name 2,Name 6,True,Single Deal,2025-09-18,2,Team A,100
720434,Name 14,Name 12,True,Single Deal,2025-09-19,2,Team B,100
722158,Name 3,Name 5,True,Single Deal,2025-09-19,1,Team A,99
621789,Name 10,Name 12,True,Single Deal,2025-09-19,3,Team B,99
150083,Name 7,Name 8,True,Master Deal,2025-09-19,2,Team A,100
251367,Name 2,Name 9,True,Single Deal,2025-09-20,2,Team A,99
484402,Name 3,Name 1,True,Single Deal,2025-09-20,2,Team A,98
153852,Name 9,Name 2,True,Single Deal,2025-09-20,3,Team A,100
552849,Name 2,Name 1,True,Single Deal,2025-09-20,3,Team A,98
690107,Name 2,Name 6,True,Single Deal,2025-09-20,1,Team A,99
814949,Name 10,Name 14,True,Master Deal,2025-09-20,2,Team B,100
124647,Name 11,Name 10,True,Master Deal,2025-09-20,2,Team B,98
601093,Name 12,Name 14,True,Single Deal,2025-09-20,2,Team B,99
774885,Name 10,Name 14,True,Master Deal,2025-09-21,2,Team B,100
318981,Name 8,Name 4,True,Single Deal,2025-09-21,1,Team A,100
745346,Name 13,Name 10,True,Single Deal,2025-09-21,1,Team B,100
111081,Name 11,Name 13,True,Single Deal,2025-09-21,2,Team B,98
850328,Name 3,Name 9,True,Single Deal,2025-09-21,4,Team A,99
537873,Name 10,Name 14,True,Single Deal,2025-09-22,3,Team B,98
111756,Name 12,Name 13,True,Single Deal,2025-09-22,1,Team B,100
238717,Name 2,Name 4,True,Master Deal,2025-09-22,4,Team A,100
693092,Name 4,Name 7,True,Single Deal,2025-09-22,1,Team A,100
188963,Name 5,Name 8,True,Master Deal,2025-09-23,1,Team A,100
339843,Name 1,Name 9,True,Single Deal,2025-09-23,2,Team A,98
103322,Name 3,Name 2,True,Single Deal,2025-09-23,1,Team A,99
272420,Name 2,Name 4,True,Single Deal,2025-09-24,8,Team A,100
889491,Name 6,Name 4,True,Single Deal,2025-09-24,1,Team A,100
263156,Name 1,Name 4,True,Master Deal,2025-09-24,2,Team A,97
998627,Name 9,Name 3,True,Single Deal,2025-09-24,4,Team A,100
978316,Name 14,Name 11,True,Single Deal,2025-09-25,1,Team B,100
996959,Name 7,Name 9,True,Single Deal,2025-09-25,1,Team A,99
533330,Name 8,Name 7,True,Single Deal,2025-09-25,2,Team A,99
770063,Name 3,Name 1,True,Single Deal,2025-09-25,1,Team A,100
384922,Name 4,Name 9,True,Single Deal,2025-09-25,1,Team A,100
446189,Name 3,Name 6,True,Single Deal,2025-09-26,2,Team A,99
422969,Name 12,Name 11,True,Single Deal,2025-09-26,2,Team B,100
474426,Name 11,Name 12,True,Master Deal,2025-09-26,2,Team B,99
554434,Name 14,Name 11,True,Single Deal,2025-09-26,4,Team B,100
783728,Name 11,Name 10,True,Single Deal,2025-09-26,1,Team B,98
209678,Name 2,Name 8,True,Single Deal,2025-09-27,1,Team A,100
418186,Name 4,Name 9,True,Single Deal,2025-09-27,1,Team A,100
667557,Name 13,Name 11,True,Single Deal,2025-09-27,1,Team B,100
548483,Name 10,Name 13,True,Single Deal,2025-09-27,2,Team B,99
810954,Name 13,Name 11,True,Single Deal,2025-09-28,5,Team B,100
722697,Name 3,Name 6,True,Single Deal,2025-09-28,1,Team A,100
383891,Name 1,Name 8,True,Single Deal,2025-09-28,1,Team A,100
762249,Name 5,Name 8,True,Single Deal,2025-09-29,2,Team A,100
407641,Name 12,Name 14,True,Single Deal,2025-09-29,5,Team B,97
584867,Name 8,Name 1,True,Single Deal,2025-09-29,2,Team A,100
360272,Name 10,Name 12,True,Master Deal,2025-09-29,1,Team B,100
742699,Name 10,Name 13,True,Single Deal,2025-09-29,1,Team B,100
866793,Name 10,Name 14,True,Single Deal,2025-09-29,2,Team B,100
567186,Name 10,Name 14,True,Single Deal,2025-09-29,2,Team B,100
670421,Name 3,Name 5,True,Single Deal,2025-09-30,1,Team A,100
695018,Name 2,Name 9,True,Master Deal,2025-09-30,3,Team A,99
319961,Name 9,Name 2,True,Master Deal,2025-09-30,2,Team A,100
276560,Name 2,Name 4,True,Single Deal,2025-09-30,1,Team A,100
646403,Name 13,Name 12,True,Master Deal,2025-09-30,1,Team B,100
991912,Name 2,Name 9,True,Single Deal,2025-09-30,1,Team A,99
144327,Name 14,Name 10,True,Single Deal,2025-10-01,2,Team B,98
417569,Name 14,Name 11,True,Master Deal,2025-10-01,4,Team B,99
847031,Name 13,Name 11,True,Single Deal,2025-10-01,1,Team B,99
527123,Name 14,Name 10,True,Single Deal,2025-10-01,2,Team B,100
557485,Name 13,Name 12,True,Single Deal,2025-10-03,1,Team B,100
282413,Name 5,Name 1,True,Single Deal,2025-10-03,1,Team A,100
297479,Name 4,Name 3,True,Single Deal,2025-10-03,3,Team A,100
424814,Name 12,Name 13,True,Master Deal,2025-10-03,3,Team B,100
485841,Name 4,Name 2,True,Master Deal,2025-10-04,3,Team A,100
406516,Name 2,Name 6,True,Single Deal,2025-10-04,1,Team A,100
125280,Name 6,Name 8,True,Single Deal,2025-10-04,9,Team A,100
624001,Name 13,Name 14,True,Single Deal,2025-10-04,1,Team B,98
731907,Name 3,Name 5,True,Single Deal,2025-10-04,2,Team A,100
141433,Name 13,Name 12,True,Master Deal,2025-10-05,2,Team B,100
571796,Name 8,Name 5,True,Master Deal,2025-10-05,1,Team A,100
970726,Name 2,Name 3,True,Single Deal,2025-10-05,2,Team A,97
171192,Name 11,Name 13,True,Single Deal,2025-10-06,3,Team B,99
876424,Name 1,Name 5,True,Single Deal,2025-10-06,1,Team A,99
928373,Name 4,Name 6,True,Master Deal,2025-10-06,2,Team A,97
507034,Name 9,Name 6,True,Single Deal,2025-10-06,1,Team A,99
881484,Name 4,Name 8,True,Single Deal,2025-10-07,1,Team A,98
832880,Name 7,Name 8,True,Single Deal,2025-10-07,2,Team A,99
367099,Name 4,Name 8,True,Single Deal,2025-10-08,1,Team A,100
522576,Name 5,Name 9,True,Single Deal,2025-10-08,1,Team A,98
725727,Name 7,Name 2,True,Master Deal,2025-10-08,3,Team A,100
181918,Name 4,Name 5,True,Single Deal,2025-10-08,2,Team A,98
228574,Name 8,Name 7,True,Master Deal,2025-10-09,1,Team A,100
117007,Name 4,Name 8,True,Master Deal,2025-10-09,2,Team A,100
362773,Name 2,Name 5,True,Single Deal,2025-10-10,1,Team A,100
727186,Name 6,Name 3,True,Single Deal,2025-10-10,1,Team A,100
947688,Name 8,Name 1,True,Single Deal,2025-10-11,1,Team A,100
212681,Name 5,Name 8,True,Single Deal,2025-10-12,2,Team A,100
507287,Name 3,Name 2,True,Master Deal,2025-10-12,1,Team A,100
650044,Name 5,Name 7,True,Single Deal,2025-10-12,2,Team A,99
960581,Name 2,Name 9,True,Single Deal,2025-10-14,3,Team A,99
565707,Name 11,Name 10,True,Single Deal,2025-10-14,1,Team B,100
280189,Name 12,Name 13,True,Master Deal,2025-10-14,1,Team B,97
323114,Name 5,Name 8,True,Single Deal,2025-10-14,3,Team A,100
674555,Name 5,Name 6,True,Single Deal,2025-10-14,1,Team A,100
907868,Name 14,Name 12,True,Single Deal,2025-10-15,3,Team B,99
421228,Name 6,Name 2,True,Single Deal,2025-10-15,1,Team A,99
255945,Name 11,Name 10,True,Single Deal,2025-10-15,3,Team B,100
124828,Name 7,Name 9,True,Single Deal,2025-10-15,1,Team A,99
208858,Name 11,Name 13,True,Single Deal,2025-10-16,3,Team B,100
744209,Name 5,Name 9,True,Single Deal,2025-10-16,2,Team A,99
221148,Name 10,Name 12,True,Master Deal,2025-10-16,3,Team B,99
256268,Name 9,Name 1,True,Single Deal,2025-10-16,1,Team A,100
